id_transacao,conta_origem,conta_destino,valor,aprovacao_IA,flag_controle_manual,descricao,data_hora
TX00002381,ACC001643,ACC001163,2544.56,SIM,SIM,Saque,2025-04-13 15:33:53.285178
TX00002623,ACC002320,ACC000874,4175.39,SIM,SIM,Reembolso,2025-04-13 15:35:46.807423
TX00002153,ACC002135,ACC000905,7427.58,SIM,NAO,PIX - Fornecedor,2025-04-13 16:21:17.552645
TX00002090,ACC001550,ACC002181,4827.77,SIM,SIM,TED,2025-04-13 16:26:53.048194
TXSMURF8_0,ACC000098,ACC002014,3090.0220455281046,SIM,NAO,Transferência PIX,2025-04-13 16:36:09.076632
TXSMURF8_1,ACC000098,ACC002014,2879.437393598108,SIM,NAO,Transferência PIX,2025-04-13 16:40:09.076632
TXSMURF8_2,ACC000098,ACC002014,2212.385571093075,SIM,NAO,Transferência PIX,2025-04-13 16:42:09.076632
TXSMURF8_3,ACC000098,ACC002014,2969.4478549765067,SIM,NAO,Transferência PIX,2025-04-13 16:46:09.076632
TXSMURF8_4,ACC000098,ACC002014,2818.191454410997,SIM,NAO,Transferência PIX,2025-04-13 16:48:09.076632
TX00005901,ACC001764,ACC001894,3974.78,SIM,NAO,TED,2025-04-13 17:02:50.769821
TX00003248,ACC002374,ACC001586,8548.31,SIM,NAO,Transferência Internacional,2025-04-13 18:04:12.529597
TX00003265,ACC001816,ACC001162,3627.67,NAO,NAO,Saque,2025-04-13 19:05:51.683315
TX00004349,ACC001568,ACC001123,8427.34,SIM,NAO,Pagamento Noturno,2025-04-13 20:13:30.687566
TX00000638,ACC000685,ACC000442,5747.15,SIM,NAO,Compra Cripto,2025-04-13 20:20:48.326991
TX00004474,ACC001774,ACC000060,4189.23,SIM,NAO,DOC,2025-04-13 21:20:22.495760
TX00002964,ACC000059,ACC000770,2053.01,SIM,NAO,Tarifa Bancária,2025-04-13 21:58:39.327908
TX00005982,ACC002498,ACC001080,2013.66,SIM,NAO,Reembolso,2025-04-13 22:44:23.283142
TX00002560,ACC000613,ACC000270,4721.09,SIM,NAO,Pagamento Cartório,2025-04-13 23:16:34.899136
TXSMURF23_0,ACC000277,ACC000992,3165.9454285139063,SIM,NAO,Transferência PIX,2025-04-13 23:37:09.076632
TXSMURF23_1,ACC000277,ACC000992,2650.3606751203615,SIM,NAO,Transferência PIX,2025-04-13 23:39:09.076632
TXSMURF23_2,ACC000277,ACC000992,2665.408753587444,SIM,NAO,Transferência PIX,2025-04-13 23:42:09.076632
TXSMURF23_3,ACC000277,ACC000992,2030.7106618995797,SIM,NAO,Transferência PIX,2025-04-13 23:46:09.076632
TXSMURF23_4,ACC000277,ACC000992,3259.84104805191,SIM,NAO,Transferência PIX,2025-04-13 23:47:09.076632
TX00002551,ACC000283,ACC001410,5341.07,SIM,NAO,Tarifa Bancária,2025-04-14 00:01:15.225038
TX00000517,ACC001389,ACC001170,7966.18,SIM,NAO,Reembolso,2025-04-14 00:40:55.122931
TX00005279,ACC001450,ACC001712,2867.61,SIM,SIM,Transferência Internacional,2025-04-14 00:51:27.086990
TX00004145,ACC002218,ACC000839,112450.4,NAO,NAO,Reembolso,2025-04-14 01:21:44.833655
TX00005831,ACC000820,ACC002030,7477.62,SIM,NAO,Pagamento Boleto,2025-04-14 01:26:10.195657
TX00002247,ACC000463,ACC001290,11121.15,SIM,NAO,Pagamento Cartório,2025-04-14 02:21:54.444849
TX00005142,ACC001658,ACC000559,4205.67,SIM,NAO,Transferência PIX,2025-04-14 02:22:45.727468
TX00002390,ACC001373,ACC000560,6638.58,SIM,NAO,Tarifa Bancária,2025-04-14 03:37:05.170828
TX00004317,ACC002033,ACC000757,4893.42,NAO,NAO,TED - aluguéis,2025-04-14 04:03:21.471603
TX00005387,ACC001171,ACC000368,5493.04,SIM,NAO,Reembolso,2025-04-14 04:15:13.023256
TX00003139,ACC001470,ACC000898,3040.64,SIM,NAO,Saque,2025-04-14 05:08:21.816651
TX00005487,ACC002392,ACC001954,4054.38,SIM,NAO,TED - aluguéis,2025-04-14 06:59:26.480278
TX00001796,ACC000305,ACC000585,3509.91,SIM,NAO,Folha PGTO,2025-04-14 07:05:47.343631
TX00005793,ACC002411,ACC001428,3419.3,SIM,SIM,Pagamento Cartório,2025-04-14 08:02:05.882046
TX00004845,ACC000838,ACC002318,78461.44,SIM,SIM,Reembolso,2025-04-14 08:08:46.241093
TX00000972,ACC001646,ACC001036,4173.64,SIM,SIM,Pagamento Noturno,2025-04-14 09:22:50.952283
TX00002530,ACC001202,ACC001344,2288.6,SIM,NAO,Transferência Internacional,2025-04-14 09:23:27.798001
TX00004528,ACC001789,ACC002323,6266.45,SIM,NAO,Pagamento Sem Comprovante,2025-04-14 12:55:50.295851
TX00004892,ACC001363,ACC002341,4046.52,SIM,NAO,Tarifa Bancária,2025-04-14 14:49:56.583604
TX00004610,ACC000166,ACC001761,4695.16,SIM,NAO,PIX - Fornecedor,2025-04-14 15:25:39.644035
TX00000431,ACC001569,ACC002285,7096.53,SIM,NAO,Pagamento Sem Comprovante,2025-04-14 15:37:44.399029
TX00003553,ACC001135,ACC000913,3047.06,SIM,NAO,Pagamento Manual,2025-04-14 16:51:20.084085
TX00000005,ACC001639,ACC001936,3898.44,SIM,SIM,DOC,2025-04-14 17:15:25.418955
TX00002542,ACC001968,ACC000837,1805.82,SIM,SIM,TED,2025-04-14 17:18:04.412273
TX00000584,ACC001146,ACC001102,3443.96,NAO,NAO,PIX - Fornecedor,2025-04-14 17:25:57.527550
TX00001729,ACC001209,ACC001357,14895.64,SIM,SIM,Tarifa Bancária,2025-04-14 19:24:39.133333
TX00005311,ACC000904,ACC000847,10147.32,SIM,SIM,Transferência Internacional,2025-04-14 20:19:31.578019
TX00000922,ACC001121,ACC001601,2121.67,SIM,NAO,Pagamento Boleto,2025-04-14 20:30:02.257113
TX00003580,ACC001539,ACC001557,11538.61,SIM,NAO,TED - aluguéis,2025-04-14 20:51:47.491471
TX00004960,ACC001882,ACC001947,4398.75,NAO,NAO,Reembolso,2025-04-14 20:55:16.941848
TX00004653,ACC002170,ACC001328,4257.03,SIM,NAO,Reembolso,2025-04-14 21:06:09.077583
TX00005803,ACC000536,ACC001027,1629.81,SIM,NAO,Estorno,2025-04-14 21:26:13.341264
TX00002886,ACC001529,ACC001089,5693.85,SIM,SIM,PIX - Fornecedor,2025-04-14 22:18:02.308412
TX00004197,ACC001168,ACC001388,2752.92,SIM,NAO,Pagamento Boleto,2025-04-15 00:34:13.353472
TX00005567,ACC001856,ACC000984,3511.46,NAO,NAO,Pagamento Noturno,2025-04-15 00:46:05.484279
TX00003753,ACC000860,ACC000959,7027.94,SIM,SIM,Compra Cripto,2025-04-15 01:08:17.484206
TX00004800,ACC001357,ACC002351,2521.7,SIM,SIM,Estorno,2025-04-15 01:17:06.494935
TX00001084,ACC001309,ACC000556,1654.19,SIM,NAO,Pagamento Sem Comprovante,2025-04-15 01:54:06.673475
TX00004573,ACC000891,ACC000980,3314.21,NAO,NAO,PIX - Fornecedor,2025-04-15 03:56:05.489547
TX00005977,ACC000154,ACC000272,3817.72,SIM,NAO,Pagamento Cartório,2025-04-15 04:11:32.617505
TX00004881,ACC002183,ACC000343,185802.19,SIM,NAO,Reembolso,2025-04-15 04:25:35.409693
TX00000285,ACC000547,ACC001205,5235.24,SIM,NAO,Pagamento Boleto,2025-04-15 04:49:24.346081
TX00000780,ACC002276,ACC002095,5479.41,SIM,NAO,Pagamento Manual,2025-04-15 04:49:30.104101
TX00004961,ACC000201,ACC001478,3096.96,NAO,NAO,Reembolso,2025-04-15 05:28:05.988710
TX00005172,ACC001873,ACC000307,2739.41,SIM,SIM,Reembolso,2025-04-15 06:13:13.161995
TX00004590,ACC000278,ACC000875,1786.25,SIM,NAO,Tarifa Bancária,2025-04-15 06:38:06.476142
TX00001514,ACC000395,ACC002322,8391.88,NAO,NAO,Pagamento Noturno,2025-04-15 08:46:00.170867
TX00003689,ACC000154,ACC000297,502782.48,SIM,SIM,Compra Cripto,2025-04-15 09:49:33.774670
TX00005399,ACC002124,ACC001747,7278.01,SIM,NAO,Estorno,2025-04-15 11:26:58.728218
TX00000906,ACC002152,ACC001919,5226.65,SIM,NAO,Pagamento Sem Comprovante,2025-04-15 12:16:21.182449
TX00002959,ACC002044,ACC000007,2722.63,SIM,NAO,Tarifa Bancária,2025-04-15 13:13:12.036333
TX00003673,ACC001342,ACC001836,8748.66,SIM,SIM,Transferência PIX,2025-04-15 14:21:16.810879
TX00001553,ACC000090,ACC002457,5626.04,NAO,SIM,Transferência Internacional,2025-04-15 15:39:00.246267
TX00001714,ACC002167,ACC000192,5775.1,SIM,NAO,Compra Cartão Crédito,2025-04-15 16:04:45.824982
TX00005080,ACC002236,ACC001687,1657.42,SIM,SIM,Tarifa Bancária,2025-04-15 16:15:46.881276
TX00000377,ACC001151,ACC001730,3631.3,SIM,NAO,Pagamento Manual,2025-04-15 19:01:06.392586
TX00002044,ACC002495,ACC000966,9557.36,SIM,NAO,Pagamento Cartório,2025-04-15 19:11:47.378516
TX00003073,ACC001228,ACC001734,4149.42,SIM,NAO,Pagamento Cartório,2025-04-15 19:24:38.273293
TX00005807,ACC000951,ACC001626,827.97,NAO,SIM,Folha PGTO,2025-04-15 20:51:11.639014
TX00004871,ACC001874,ACC001204,170582.01,SIM,SIM,Pagamento Noturno,2025-04-15 21:48:32.220994
TX00004895,ACC000288,ACC000598,4591.62,SIM,NAO,Estorno,2025-04-15 23:45:10.474712
TX00005363,ACC002280,ACC001441,7086.49,SIM,NAO,PIX - Fornecedor,2025-04-16 01:07:42.512025
TX00000876,ACC001373,ACC001508,6883.51,SIM,NAO,Pagamento Cartório,2025-04-16 01:16:26.118885
TX00001499,ACC001560,ACC002476,3324.7,SIM,NAO,Pagamento Manual,2025-04-16 01:46:38.660895
TX00003373,ACC001606,ACC002155,2283.76,SIM,NAO,Pagamento Manual,2025-04-16 01:53:08.004329
TX00002091,ACC001765,ACC001089,5960.74,SIM,NAO,Compra Cripto,2025-04-16 02:12:48.314580
TX00002483,ACC001538,ACC001649,3784.14,SIM,NAO,TED - aluguéis,2025-04-16 04:04:23.384961
TX00002347,ACC001170,ACC002487,7476.56,SIM,NAO,PIX - Serviços,2025-04-16 04:27:42.286809
TX00000702,ACC000360,ACC002064,1937.35,SIM,NAO,Compra Cripto,2025-04-16 07:03:41.746948
TX00000961,ACC000356,ACC001978,5565.17,SIM,NAO,Folha PGTO,2025-04-16 07:36:19.539979
TX00003287,ACC001760,ACC000254,1680.07,SIM,SIM,TED - aluguéis,2025-04-16 07:50:20.252994
TX00002916,ACC001811,ACC001897,8291.9,SIM,NAO,Pagamento Boleto,2025-04-16 07:57:10.275153
TX00005748,ACC000895,ACC001955,3929.76,NAO,NAO,Pagamento Manual,2025-04-16 08:48:16.591199
TX00005866,ACC001222,ACC000748,61372.03,NAO,SIM,TED - aluguéis,2025-04-16 09:41:14.205847
TX00004364,ACC001620,ACC002011,8902.05,SIM,SIM,DOC,2025-04-16 09:44:13.948321
TX00001403,ACC001257,ACC002073,2654.53,SIM,NAO,Tarifa Bancária,2025-04-16 12:03:24.879010
TX00003481,ACC000462,ACC001852,955.62,SIM,NAO,Tarifa Bancária,2025-04-16 12:14:56.921827
TX00004162,ACC000833,ACC001048,3487.21,SIM,NAO,Pagamento Boleto,2025-04-16 13:13:02.261589
TX00001288,ACC000710,ACC001315,3063.01,NAO,NAO,Reembolso,2025-04-16 13:42:28.429868
TX00004969,ACC001459,ACC001500,5907.74,NAO,NAO,Estorno,2025-04-16 15:34:28.754753
TX00000677,ACC000166,ACC000750,2888.73,SIM,NAO,Pagamento Boleto,2025-04-16 15:38:41.886329
TX00000717,ACC000524,ACC000471,4592.16,SIM,NAO,Transferência Internacional,2025-04-16 15:39:29.429977
TX00005149,ACC000313,ACC002249,6418.34,SIM,NAO,PIX - Serviços,2025-04-16 16:19:03.074228
TX00005278,ACC002182,ACC000723,18036.91,SIM,SIM,PIX - Fornecedor,2025-04-16 16:38:02.211982
TX00005819,ACC002450,ACC000872,5030.88,SIM,NAO,Pagamento Noturno,2025-04-16 16:38:36.765533
TX00004255,ACC000039,ACC001252,89502.62,SIM,NAO,PIX - Fornecedor,2025-04-16 18:03:05.072703
TX00002343,ACC001374,ACC002153,3127.94,SIM,NAO,Compra Cartão Crédito,2025-04-16 19:20:06.992828
TX00004279,ACC000991,ACC000088,4442.61,NAO,NAO,Saque,2025-04-16 20:34:08.069928
TX00000465,ACC001549,ACC000574,5584.19,SIM,NAO,DOC,2025-04-16 21:24:03.227332
TX00005020,ACC002157,ACC000870,4987.49,SIM,NAO,Compra Cripto,2025-04-16 21:24:27.179957
TX00002783,ACC001315,ACC000626,4621.21,SIM,NAO,TED - consultoria,2025-04-16 21:35:26.893377
TX00004983,ACC001152,ACC000026,6988.92,SIM,NAO,Transferência PIX,2025-04-16 23:36:03.504490
TX00005360,ACC001696,ACC000207,6565.79,NAO,NAO,Saque,2025-04-17 00:02:01.501309
TX00002540,ACC000905,ACC000443,8512.08,SIM,NAO,TED - aluguéis,2025-04-17 01:14:26.696178
TX00001392,ACC002130,ACC002274,2699.0,SIM,SIM,Pagamento Cartório,2025-04-17 03:57:19.556650
TX00003660,ACC002386,ACC000095,2380.39,NAO,NAO,Pagamento Noturno,2025-04-17 03:58:03.222695
TX00005946,ACC001118,ACC001020,3295.27,NAO,NAO,Estorno,2025-04-17 04:02:18.303984
TX00001252,ACC001915,ACC000611,9348.85,SIM,NAO,Pagamento Cartório,2025-04-17 04:12:16.642381
TX00001680,ACC000630,ACC000825,3167.25,SIM,NAO,Compra Cartão Crédito,2025-04-17 04:27:21.400570
TX00000713,ACC000604,ACC002176,6923.56,SIM,NAO,Folha PGTO,2025-04-17 04:35:21.586312
TX00005394,ACC001752,ACC000699,30467.39,SIM,NAO,Reembolso,2025-04-17 05:06:49.927394
TX00000970,ACC001793,ACC001415,3241.26,SIM,NAO,Pagamento Manual,2025-04-17 05:47:01.042877
TX00001354,ACC001712,ACC000613,8925.33,SIM,NAO,TED - consultoria,2025-04-17 06:06:30.667809
TX00003547,ACC000254,ACC002194,5354.07,SIM,NAO,Compra Cripto,2025-04-17 06:51:08.635221
TX00001455,ACC002001,ACC001102,4761.64,NAO,NAO,Pagamento Boleto,2025-04-17 07:02:18.302534
TX00000858,ACC001343,ACC000536,9778.02,SIM,NAO,Transferência Internacional,2025-04-17 07:40:54.728393
TX00000506,ACC001198,ACC001389,11211.45,NAO,SIM,TED,2025-04-17 07:59:56.567257
TX00005550,ACC000990,ACC000378,12192.16,SIM,NAO,Reembolso,2025-04-17 08:21:02.305942
TX00005009,ACC002444,ACC001050,58027.39,SIM,NAO,Compra Cartão Crédito,2025-04-17 08:45:18.478038
TX00000680,ACC000542,ACC002262,7625.79,SIM,NAO,Pagamento Noturno,2025-04-17 10:08:54.652361
TX00002046,ACC001885,ACC001130,6228.74,SIM,NAO,Estorno,2025-04-17 10:37:25.514509
TX00003273,ACC000541,ACC002306,4394.27,SIM,NAO,Pagamento Sem Comprovante,2025-04-17 10:44:01.344406
TX00001058,ACC000313,ACC000768,8657.3,SIM,NAO,Compra Cripto,2025-04-17 12:21:28.789589
TX00002095,ACC000386,ACC000471,5090.67,SIM,NAO,Tarifa Bancária,2025-04-17 12:59:50.428426
TX00002176,ACC002038,ACC000798,5633.26,SIM,SIM,Tarifa Bancária,2025-04-17 13:29:27.024984
TX00004442,ACC001736,ACC001787,88626.12,SIM,SIM,DOC,2025-04-17 13:43:30.468396
TX00002141,ACC001121,ACC000308,10824.9,SIM,SIM,TED - aluguéis,2025-04-17 14:43:08.499712
TX00004807,ACC001903,ACC002145,4637.86,SIM,NAO,TED - consultoria,2025-04-17 15:22:11.475646
TX00003455,ACC000315,ACC000769,78942.51,SIM,SIM,Pagamento Boleto,2025-04-17 15:23:33.010600
TX00003465,ACC001604,ACC001849,4317.8,SIM,NAO,Compra Cartão Crédito,2025-04-17 15:51:34.968133
TX00005813,ACC002174,ACC001421,3220.8,SIM,NAO,TED,2025-04-17 16:13:40.249771
TX00003118,ACC001037,ACC000917,6732.83,NAO,NAO,DOC,2025-04-17 16:55:04.368579
TX00000063,ACC001982,ACC001411,4164.82,SIM,NAO,Pagamento Cartório,2025-04-17 17:33:21.294656
TX00005492,ACC000153,ACC001965,133447.99,SIM,NAO,Compra Cripto,2025-04-17 17:49:39.747901
TX00001921,ACC001765,ACC001922,5294.08,NAO,NAO,Pagamento Noturno,2025-04-17 17:53:32.672301
TX00003842,ACC002351,ACC001930,8449.27,SIM,NAO,TED - aluguéis,2025-04-17 20:15:57.973550
TX00005183,ACC000673,ACC000952,9104.57,SIM,NAO,Compra Cartão Crédito,2025-04-17 20:17:58.294038
TX00001849,ACC000002,ACC001068,2353.81,SIM,NAO,Transferência PIX,2025-04-17 21:41:19.531425
TX00005329,ACC000226,ACC000529,6093.64,SIM,NAO,Pagamento Cartório,2025-04-17 23:26:24.640541
TX00003355,ACC001582,ACC000624,1908.77,SIM,SIM,Transferência Internacional,2025-04-17 23:27:11.207794
TX00003244,ACC000776,ACC002217,10772.79,SIM,NAO,Pagamento Boleto,2025-04-18 00:13:40.571386
TX00004106,ACC001012,ACC001516,4023.76,NAO,NAO,PIX - Serviços,2025-04-18 01:17:11.160363
TX00003385,ACC002007,ACC000540,10883.5,SIM,NAO,Tarifa Bancária,2025-04-18 03:05:54.234933
TX00000472,ACC000596,ACC001105,3866.5,SIM,NAO,Estorno,2025-04-18 04:10:44.528983
TX00001279,ACC000705,ACC000454,39874.83,SIM,NAO,Reembolso,2025-04-18 04:15:28.923518
TX00002421,ACC000906,ACC001248,5787.82,SIM,NAO,Pagamento Boleto,2025-04-18 04:44:38.899297
TX00005495,ACC000491,ACC000304,3699.25,SIM,NAO,Transferência PIX,2025-04-18 04:55:07.550563
TX00004176,ACC000780,ACC000308,1062.6,SIM,NAO,Reembolso,2025-04-18 08:00:04.645964
TX00000048,ACC001391,ACC000278,107856.09,SIM,SIM,Reembolso,2025-04-18 09:32:58.343313
TX00003513,ACC001381,ACC000001,3068.09,SIM,SIM,Transferência Internacional,2025-04-18 11:47:11.771088
TX00004666,ACC001152,ACC000677,3333.9,SIM,NAO,PIX - Serviços,2025-04-18 11:50:30.510874
TX00001970,ACC000286,ACC001030,7263.23,SIM,NAO,Estorno,2025-04-18 12:08:20.814949
TX00005552,ACC002315,ACC000476,10586.39,SIM,NAO,Tarifa Bancária,2025-04-18 12:47:42.445358
TX00000265,ACC000640,ACC000616,4352.9,SIM,NAO,Compra Cartão Crédito,2025-04-18 14:08:14.542506
TX00000751,ACC000883,ACC000126,4046.69,SIM,NAO,Compra Cartão Crédito,2025-04-18 15:02:10.709283
TX00000955,ACC002444,ACC001998,3749.09,NAO,NAO,Transferência PIX,2025-04-18 15:32:58.120926
TX00004309,ACC000048,ACC000676,3032.52,SIM,SIM,Pagamento Boleto,2025-04-18 16:14:43.583776
TX00002796,ACC000404,ACC002006,3593.71,SIM,NAO,Reembolso,2025-04-18 17:32:32.818947
TX00001702,ACC001391,ACC000118,12765.19,SIM,NAO,Pagamento Noturno,2025-04-18 17:45:36.209175
TX00003916,ACC002243,ACC001058,14150.2,SIM,NAO,Compra Cripto,2025-04-18 18:52:41.765812
TX00005897,ACC001204,ACC001251,21658.65,SIM,NAO,PIX - Serviços,2025-04-18 20:28:45.612413
TX00002272,ACC002177,ACC000969,5573.68,SIM,NAO,Pagamento Boleto,2025-04-18 20:38:15.073800
TX00001642,ACC001270,ACC001223,6188.98,NAO,NAO,Saque,2025-04-18 21:02:01.249012
TX00005856,ACC000002,ACC001624,30774.25,SIM,SIM,Tarifa Bancária,2025-04-18 22:27:25.737182
TX00001022,ACC001384,ACC002282,8421.92,SIM,NAO,TED - aluguéis,2025-04-18 23:26:37.864043
TX00000329,ACC000685,ACC000433,2454.19,SIM,NAO,DOC,2025-04-19 00:36:40.728370
TX00004593,ACC002159,ACC002108,7663.72,NAO,NAO,Pagamento Noturno,2025-04-19 01:23:39.924014
TX00004229,ACC001970,ACC002047,4961.91,SIM,NAO,PIX - Serviços,2025-04-19 02:34:07.038190
TX00003192,ACC000471,ACC001652,2655.15,SIM,NAO,PIX - Fornecedor,2025-04-19 02:48:36.968311
TX00005742,ACC001463,ACC001603,3644.9,SIM,NAO,Pagamento Sem Comprovante,2025-04-19 03:12:45.038420
TX00000379,ACC001013,ACC000055,8567.7,SIM,NAO,Pagamento Manual,2025-04-19 03:13:32.549905
TX00002693,ACC001461,ACC001075,10242.25,NAO,NAO,Pagamento Sem Comprovante,2025-04-19 03:57:33.999894
TXSMURF21_0,ACC001618,ACC000828,3119.849461292874,SIM,NAO,Transferência PIX,2025-04-19 04:35:09.076632
TX00003559,ACC001105,ACC002041,2090.2,SIM,NAO,PIX - Serviços,2025-04-19 04:37:18.432849
TXSMURF21_1,ACC001618,ACC000828,2667.286039025167,SIM,NAO,Transferência PIX,2025-04-19 04:40:09.076632
TXSMURF21_2,ACC001618,ACC000828,3482.474267917316,SIM,NAO,Transferência PIX,2025-04-19 04:42:09.076632
TXSMURF21_3,ACC001618,ACC000828,4194.247142984878,SIM,NAO,Transferência PIX,2025-04-19 04:44:09.076632
TXSMURF21_4,ACC001618,ACC000828,3678.3081563799255,SIM,NAO,Transferência PIX,2025-04-19 04:47:09.076632
TX00003330,ACC001418,ACC002017,1595.72,SIM,NAO,TED - consultoria,2025-04-19 06:24:30.381200
TX00004976,ACC000527,ACC001784,18305.98,SIM,NAO,Pagamento Manual,2025-04-19 06:51:50.368229
TX00003672,ACC001436,ACC001629,8065.36,NAO,NAO,Transferência PIX,2025-04-19 06:52:52.711790
TX00005470,ACC000297,ACC000770,43316.07,SIM,NAO,Transferência PIX,2025-04-19 07:21:27.628232
TX00003667,ACC000202,ACC001560,3546.12,SIM,NAO,Pagamento Sem Comprovante,2025-04-19 09:13:17.333559
TX00004436,ACC000946,ACC000723,4896.13,SIM,NAO,DOC,2025-04-19 09:36:54.724247
TX00002001,ACC000490,ACC000589,6247.88,SIM,SIM,Compra Cartão Crédito,2025-04-19 09:46:32.217504
TX00001436,ACC002258,ACC000388,2822.67,SIM,SIM,TED - aluguéis,2025-04-19 10:06:14.043646
TX00000839,ACC000320,ACC001909,4879.52,SIM,NAO,Reembolso,2025-04-19 10:52:58.367198
TX00002405,ACC000188,ACC001466,2097.22,SIM,NAO,Transferência PIX,2025-04-19 14:15:35.030768
TX00004422,ACC001292,ACC002260,5455.36,SIM,NAO,Reembolso,2025-04-19 14:35:15.524956
TX00002080,ACC000820,ACC000911,7009.35,SIM,NAO,Pagamento Cartório,2025-04-19 14:58:34.279903
TX00004114,ACC000920,ACC001397,3200.95,NAO,NAO,Transferência PIX,2025-04-19 15:40:13.893929
TX00001502,ACC002254,ACC001440,6239.05,SIM,NAO,Compra Cartão Crédito,2025-04-19 15:46:15.501765
TX00005876,ACC000567,ACC001411,14073.17,NAO,NAO,Pagamento Manual,2025-04-19 15:57:32.367204
TX00004769,ACC002147,ACC001143,3325.99,SIM,NAO,Pagamento Sem Comprovante,2025-04-19 16:03:58.236402
TX00002953,ACC002173,ACC002385,1242.93,SIM,NAO,Reembolso,2025-04-19 16:44:29.925931
TX00000662,ACC000624,ACC001140,5524.64,SIM,NAO,Pagamento Manual,2025-04-19 17:48:29.635523
TX00005011,ACC001361,ACC002312,5534.93,SIM,SIM,Pagamento Cartório,2025-04-19 18:11:12.070775
TX00001772,ACC000575,ACC000392,7689.53,SIM,NAO,Reembolso,2025-04-19 18:18:25.446164
TX00000468,ACC000873,ACC000423,10972.59,NAO,NAO,Transferência Internacional,2025-04-19 18:22:21.910155
TX00000962,ACC001348,ACC002004,4257.49,SIM,SIM,Pagamento Sem Comprovante,2025-04-19 19:26:40.374448
TX00003360,ACC001758,ACC001986,2195.3,SIM,NAO,Saque,2025-04-19 20:06:35.002017
TX00000336,ACC001116,ACC000472,1541.88,SIM,SIM,TED - aluguéis,2025-04-19 20:13:06.402885
TX00002100,ACC001912,ACC001665,4853.46,SIM,NAO,Tarifa Bancária,2025-04-19 20:20:32.823929
TX00000993,ACC002395,ACC002308,5071.92,SIM,NAO,DOC,2025-04-19 20:28:45.484577
TX00004902,ACC002364,ACC000601,6608.57,NAO,NAO,Folha PGTO,2025-04-19 21:06:53.555734
TX00005068,ACC002236,ACC001652,4406.71,SIM,NAO,DOC,2025-04-19 21:18:08.275253
TX00001698,ACC001656,ACC002266,3624.18,SIM,NAO,Folha PGTO,2025-04-19 23:07:08.503468
TX00001916,ACC002336,ACC001104,4100.73,SIM,SIM,PIX - Serviços,2025-04-19 23:10:43.992609
TX00004862,ACC000841,ACC000654,8206.34,SIM,NAO,Transferência Internacional,2025-04-19 23:53:37.342502
TX00002289,ACC001417,ACC000432,2167.21,SIM,SIM,TED,2025-04-20 00:41:18.101071
TX00002589,ACC001458,ACC001773,2787.93,SIM,NAO,Estorno,2025-04-20 01:11:06.188720
TX00005424,ACC002262,ACC001673,147718.91,SIM,NAO,Transferência PIX,2025-04-20 02:12:47.793346
TX00001792,ACC002191,ACC001626,6701.56,NAO,NAO,Compra Cartão Crédito,2025-04-20 04:30:45.150925
TX00004484,ACC002418,ACC002279,7538.78,SIM,NAO,Compra Cripto,2025-04-20 04:37:22.589659
TX00003361,ACC002051,ACC001389,2763.87,SIM,NAO,TED,2025-04-20 04:42:01.391738
TX00000830,ACC000724,ACC001565,9727.05,SIM,NAO,Compra Cripto,2025-04-20 05:21:07.556250
TX00001939,ACC000058,ACC000326,6456.37,SIM,NAO,TED - aluguéis,2025-04-20 05:53:53.772288
TX00001532,ACC000214,ACC002357,6146.91,SIM,NAO,Saque,2025-04-20 06:45:20.689799
TX00003106,ACC002093,ACC000930,3173.93,SIM,NAO,PIX - Fornecedor,2025-04-20 07:27:32.417262
TX00002437,ACC002011,ACC000850,7344.18,SIM,NAO,PIX - Serviços,2025-04-20 07:36:29.263670
TX00005381,ACC000175,ACC000612,2300.48,SIM,NAO,TED - consultoria,2025-04-20 09:39:35.533505
TX00000041,ACC000601,ACC001536,3472.5,SIM,NAO,Pagamento Boleto,2025-04-20 11:19:06.345241
TX00001925,ACC001377,ACC001895,4240.36,SIM,NAO,TED - consultoria,2025-04-20 11:41:40.723509
TX00003295,ACC002421,ACC002341,3234.0,SIM,NAO,TED - consultoria,2025-04-20 11:59:46.909661
TX00000459,ACC001572,ACC000315,9261.87,SIM,NAO,DOC,2025-04-20 12:01:08.672911
TX00001873,ACC001807,ACC002252,5937.14,SIM,NAO,Compra Cripto,2025-04-20 13:42:29.416816
TX00001727,ACC000126,ACC000354,5460.77,SIM,NAO,Saque,2025-04-20 13:54:07.948496
TX00005002,ACC000123,ACC000265,10522.64,SIM,NAO,Compra Cartão Crédito,2025-04-20 17:01:29.258247
TX00001438,ACC000704,ACC000059,6766.47,SIM,NAO,PIX - Fornecedor,2025-04-20 17:25:03.668573
TX00001201,ACC000710,ACC001198,5908.95,SIM,SIM,TED - aluguéis,2025-04-20 17:36:59.000902
TX00004447,ACC002187,ACC001398,8655.2,SIM,NAO,Folha PGTO,2025-04-20 19:58:56.490149
TX00005508,ACC001463,ACC000160,2769.85,SIM,NAO,Compra Cartão Crédito,2025-04-20 20:47:29.084952
TX00002748,ACC002280,ACC001047,4734.91,SIM,NAO,PIX - Fornecedor,2025-04-20 23:31:50.258498
TX00001800,ACC002150,ACC001881,2959.18,NAO,NAO,PIX - Serviços,2025-04-20 23:49:35.705581
TX00005907,ACC001843,ACC000887,3236.42,SIM,NAO,Tarifa Bancária,2025-04-21 00:51:50.095366
TX00003307,ACC000195,ACC001181,6795.19,SIM,NAO,TED - consultoria,2025-04-21 00:58:08.192939
